name,url,date,wins,cluster
Kevin Babineaux,http://boxrec.com/boxer/27396,1983-05-21,2,0
Kevin Babineaux,http://boxrec.com/boxer/27396,1983-05-27,3,0
Mark Janssen,http://boxrec.com/boxer/41485,1983-06-06,2,0
Marvin Shuler,http://boxrec.com/boxer/40086,1983-06-14,6,0
Chul Kwon,http://boxrec.com/boxer/170370,1983-06-17,18,1
Kevin Babineaux,http://boxrec.com/boxer/27396,1983-07-02,4,0
Mark Janssen,http://boxrec.com/boxer/41485,1983-07-15,3,0
Lee Canalito,http://boxrec.com/boxer/27620,1983-07-17,12,2
Kenny Klingman,http://boxrec.com/boxer/97575,1983-07-30,22,1
Lee Canalito,http://boxrec.com/boxer/27620,1983-08-17,13,2
Mark Janssen,http://boxrec.com/boxer/41485,1983-08-29,4,0
Mark Janssen,http://boxrec.com/boxer/41485,1983-09-12,5,0
Ji-Won Kim,http://boxrec.com/boxer/44627,1983-09-18,6,0
Romain Mianzula,http://boxrec.com/boxer/92826,1983-10-07,13,2
Ji-Won Kim,http://boxrec.com/boxer/44627,1983-10-29,7,0
Romain Mianzula,http://boxrec.com/boxer/92826,1983-11-01,14,2
Terry Marsh,http://boxrec.com/boxer/31401,1983-11-09,13,2
Marvin Shuler,http://boxrec.com/boxer/40086,1983-11-25,7,0
Ji-Won Kim,http://boxrec.com/boxer/44627,1983-12-11,8,0
Romain Mianzula,http://boxrec.com/boxer/92826,1983-12-25,15,2
Marvin Shuler,http://boxrec.com/boxer/40086,1984-01-17,8,0
Romain Mianzula,http://boxrec.com/boxer/92826,1984-01-27,16,2
Mark Janssen,http://boxrec.com/boxer/41485,1984-02-10,6,0
Ji-Won Kim,http://boxrec.com/boxer/44627,1984-02-12,9,2
Romain Mianzula,http://boxrec.com/boxer/92826,1984-02-18,17,2
Marvin Shuler,http://boxrec.com/boxer/40086,1984-02-25,9,2
Mark Janssen,http://boxrec.com/boxer/41485,1984-03-19,7,0
Mark Janssen,http://boxrec.com/boxer/41485,1984-04-02,8,0
Ji-Won Kim,http://boxrec.com/boxer/44627,1984-04-08,10,2
Romain Mianzula,http://boxrec.com/boxer/92826,1984-04-13,18,1
Terry Marsh,http://boxrec.com/boxer/31401,1984-04-16,14,2
Lee Canalito,http://boxrec.com/boxer/27620,1984-05-24,14,2
Mark Janssen,http://boxrec.com/boxer/41485,1984-06-01,9,2
Kevin Babineaux,http://boxrec.com/boxer/27396,1984-08-01,5,0
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1984-09-07,21,1
Ricky Womack,http://boxrec.com/boxer/3048,1984-09-15,1,0
Ji-Won Kim,http://boxrec.com/boxer/44627,1984-09-15,11,2
Kevin Babineaux,http://boxrec.com/boxer/27396,1984-09-18,6,0
Terry Marsh,http://boxrec.com/boxer/31401,1984-09-19,15,2
Romain Mianzula,http://boxrec.com/boxer/92826,1984-10-13,19,1
Chul Kwon,http://boxrec.com/boxer/170370,1984-10-14,19,1
Lee Canalito,http://boxrec.com/boxer/27620,1984-10-16,15,2
Ricky Womack,http://boxrec.com/boxer/3048,1984-10-19,2,0
Kevin Babineaux,http://boxrec.com/boxer/27396,1984-10-23,7,0
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1984-11-02,22,1
David Gutierrez,http://boxrec.com/boxer/990,1984-11-08,1,0
Lee Canalito,http://boxrec.com/boxer/27620,1984-11-13,16,2
Romain Mianzula,http://boxrec.com/boxer/92826,1984-11-23,20,1
Terry Marsh,http://boxrec.com/boxer/31401,1984-12-05,16,2
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1984-12-14,23,1
Gaetano Ardito,http://boxrec.com/boxer/89096,1984-12-14,16,2
Chul Kwon,http://boxrec.com/boxer/170370,1984-12-16,20,1
Romain Mianzula,http://boxrec.com/boxer/92826,1984-12-25,21,1
Ji-Won Kim,http://boxrec.com/boxer/44627,1985-01-03,12,2
Gaetano Ardito,http://boxrec.com/boxer/89096,1985-01-04,17,2
Terry Marsh,http://boxrec.com/boxer/31401,1985-01-16,17,2
David Gutierrez,http://boxrec.com/boxer/990,1985-01-17,2,0
Ricardo Lopez,http://boxrec.com/boxer/521,1985-01-18,1,0
Ricky Womack,http://boxrec.com/boxer/3048,1985-01-31,3,0
Romain Mianzula,http://boxrec.com/boxer/92826,1985-02-01,22,1
Ricardo Lopez,http://boxrec.com/boxer/521,1985-02-06,2,0
David Gutierrez,http://boxrec.com/boxer/990,1985-02-11,3,0
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-02-17,8,0
Ricardo Lopez,http://boxrec.com/boxer/521,1985-02-18,3,0
David Gutierrez,http://boxrec.com/boxer/990,1985-02-21,4,0
Lee Canalito,http://boxrec.com/boxer/27620,1985-03-02,17,2
Gaetano Ardito,http://boxrec.com/boxer/89096,1985-03-02,18,1
Ricardo Lopez,http://boxrec.com/boxer/521,1985-03-08,4,0
Romain Mianzula,http://boxrec.com/boxer/92826,1985-03-09,23,1
David Gutierrez,http://boxrec.com/boxer/990,1985-03-11,5,0
Mark Janssen,http://boxrec.com/boxer/41485,1985-03-20,10,2
Chul Kwon,http://boxrec.com/boxer/170370,1985-03-24,21,1
Romain Mianzula,http://boxrec.com/boxer/92826,1985-03-25,24,1
Gaetano Ardito,http://boxrec.com/boxer/89096,1985-03-29,19,1
David Gutierrez,http://boxrec.com/boxer/990,1985-03-29,6,0
Ji-Won Kim,http://boxrec.com/boxer/44627,1985-03-30,13,2
Mark Janssen,http://boxrec.com/boxer/41485,1985-04-01,11,2
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-04-03,9,2
David Gutierrez,http://boxrec.com/boxer/990,1985-04-11,7,0
Romain Mianzula,http://boxrec.com/boxer/92826,1985-04-13,25,1
Ricky Womack,http://boxrec.com/boxer/3048,1985-04-15,4,0
David Gutierrez,http://boxrec.com/boxer/990,1985-05-02,8,0
Romain Mianzula,http://boxrec.com/boxer/92826,1985-05-24,26,1
Terry Marsh,http://boxrec.com/boxer/31401,1985-05-28,18,1
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-06-06,10,2
Gaetano Ardito,http://boxrec.com/boxer/89096,1985-06-07,20,1
David Gutierrez,http://boxrec.com/boxer/990,1985-06-24,9,2
Ricardo Lopez,http://boxrec.com/boxer/521,1985-06-27,5,0
Ji-Won Kim,http://boxrec.com/boxer/44627,1985-06-28,14,2
Ricky Womack,http://boxrec.com/boxer/3048,1985-06-30,5,0
David Gutierrez,http://boxrec.com/boxer/990,1985-07-22,10,2
Ricky Womack,http://boxrec.com/boxer/3048,1985-08-01,6,0
Ricardo Lopez,http://boxrec.com/boxer/521,1985-08-02,6,0
Ricky Womack,http://boxrec.com/boxer/3048,1985-08-30,7,0
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-09-06,11,2
Terry Marsh,http://boxrec.com/boxer/31401,1985-09-12,19,1
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1985-09-13,24,1
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-09-17,12,2
David Gutierrez,http://boxrec.com/boxer/990,1985-09-19,11,2
Lee Canalito,http://boxrec.com/boxer/27620,1985-09-28,18,1
Ji-Won Kim,http://boxrec.com/boxer/44627,1985-10-09,15,2
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1985-10-11,25,1
Gaetano Ardito,http://boxrec.com/boxer/89096,1985-10-12,21,1
Mark Janssen,http://boxrec.com/boxer/41485,1985-10-14,12,2
Ricky Womack,http://boxrec.com/boxer/3048,1985-10-17,8,0
Terry Marsh,http://boxrec.com/boxer/31401,1985-10-24,20,1
Chul Kwon,http://boxrec.com/boxer/170370,1985-11-09,22,1
Ricky Womack,http://boxrec.com/boxer/3048,1985-12-03,9,2
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1985-12-06,26,1
Kevin Babineaux,http://boxrec.com/boxer/27396,1985-12-17,13,2
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1985-12-18,27,1
Terry Marsh,http://boxrec.com/boxer/31401,1986-01-22,21,1
David Gutierrez,http://boxrec.com/boxer/990,1986-02-20,12,2
Chul Kwon,http://boxrec.com/boxer/170370,1986-02-23,23,1
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1986-03-14,28,1
Mark Janssen,http://boxrec.com/boxer/41485,1986-03-17,13,2
Ricardo Lopez,http://boxrec.com/boxer/521,1986-03-24,7,0
Lee Canalito,http://boxrec.com/boxer/27620,1986-03-28,19,1
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1986-04-04,29,1
Scott Daley,http://boxrec.com/boxer/55434,1986-04-05,1,0
Terry Marsh,http://boxrec.com/boxer/31401,1986-04-12,22,1
Scott Daley,http://boxrec.com/boxer/55434,1986-04-15,2,0
Mark Janssen,http://boxrec.com/boxer/41485,1986-04-21,14,2
Ricardo Lopez,http://boxrec.com/boxer/521,1986-05-01,8,0
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1986-05-08,30,1
David Gutierrez,http://boxrec.com/boxer/990,1986-05-15,13,2
Terry Marsh,http://boxrec.com/boxer/31401,1986-05-28,23,1
Ji-Won Kim,http://boxrec.com/boxer/44627,1986-06-01,16,2
Scott Daley,http://boxrec.com/boxer/55434,1986-07-01,3,0
Mark Janssen,http://boxrec.com/boxer/41485,1986-07-07,15,2
Juan Carlos Gimenez,http://boxrec.com/boxer/214978,1986-07-11,31,1
Kevin Babineaux,http://boxrec.com/boxer/27396,1986-07-24,14,2
Scott Daley,http://boxrec.com/boxer/55434,1986-07-24,4,0
David Gutierrez,http://boxrec.com/boxer/990,1986-07-25,14,2
Ricardo Lopez,http://boxrec.com/boxer/521,1986-07-28,9,2
Scott Daley,http://boxrec.com/boxer/55434,1986-08-02,5,0
Mark Janssen,http://boxrec.com/boxer/41485,1986-08-04,16,2
Scott Daley,http://boxrec.com/boxer/55434,1986-08-05,6,0
David Gutierrez,http://boxrec.com/boxer/990,1986-08-21,15,2
Scott Daley,http://boxrec.com/boxer/55434,1986-09-23,7,0
Ricardo Lopez,http://boxrec.com/boxer/521,1986-10-06,10,2
David Gutierrez,http://boxrec.com/boxer/990,1986-10-16,16,2
Scott Daley,http://boxrec.com/boxer/55434,1986-11-04,8,0
Scott Daley,http://boxrec.com/boxer/55434,1986-11-08,9,2
Scott Daley,http://boxrec.com/boxer/55434,1986-11-13,10,2
Lee Canalito,http://boxrec.com/boxer/27620,1986-11-22,20,1
Mark Janssen,http://boxrec.com/boxer/41485,1986-12-08,17,2
Ricardo Lopez,http://boxrec.com/boxer/521,1986-12-08,11,2
Terry Marsh,http://boxrec.com/boxer/31401,1987-01-28,24,1
Scott Daley,http://boxrec.com/boxer/55434,1987-01-29,11,2
Scott Daley,http://boxrec.com/boxer/55434,1987-02-17,12,2
Terry Marsh,http://boxrec.com/boxer/31401,1987-03-04,25,1
Chul Kwon,http://boxrec.com/boxer/170370,1987-03-29,24,1
Nelson Alves,http://boxrec.com/boxer/27899,1987-04-04,1,0
Ricardo Lopez,http://boxrec.com/boxer/521,1987-04-18,12,2
Chul Kwon,http://boxrec.com/boxer/170370,1987-05-16,25,1
Scott Daley,http://boxrec.com/boxer/55434,1987-05-21,13,2
Scott Daley,http://boxrec.com/boxer/55434,1987-05-30,14,2
Nelson Alves,http://boxrec.com/boxer/27899,1987-06-03,2,0
Terry Marsh,http://boxrec.com/boxer/31401,1987-07-01,26,1
Scott Daley,http://boxrec.com/boxer/55434,1987-07-24,15,2
Ricardo Lopez,http://boxrec.com/boxer/521,1987-07-31,13,2
Scott Daley,http://boxrec.com/boxer/55434,1987-08-06,16,2
Ricardo Lopez,http://boxrec.com/boxer/521,1987-08-15,14,2
David Gutierrez,http://boxrec.com/boxer/990,1987-09-03,17,2
Lee Canalito,http://boxrec.com/boxer/27620,1987-09-10,21,1
Nelson Alves,http://boxrec.com/boxer/27899,1987-09-14,3,0
Nelson Alves,http://boxrec.com/boxer/27899,1987-10-17,4,0
Nelson Alves,http://boxrec.com/boxer/27899,1987-12-05,5,0
Nelson Alves,http://boxrec.com/boxer/27899,1988-03-11,6,0
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1988-03-25,1,0
Scott Daley,http://boxrec.com/boxer/55434,1988-04-14,17,2
Kirk Daley,http://boxrec.com/boxer/68043,1988-04-14,1,0
Nelson Alves,http://boxrec.com/boxer/27899,1988-04-26,7,0
Kirk Daley,http://boxrec.com/boxer/68043,1988-05-09,2,0
Nelson Alves,http://boxrec.com/boxer/27899,1988-06-03,8,0
Kirk Daley,http://boxrec.com/boxer/68043,1988-06-04,3,0
Mark Janssen,http://boxrec.com/boxer/41485,1988-06-27,18,1
Ricardo Lopez,http://boxrec.com/boxer/521,1988-07-30,15,2
Mark Janssen,http://boxrec.com/boxer/41485,1988-08-12,19,1
Ricardo Lopez,http://boxrec.com/boxer/521,1988-08-27,16,2
Nelson Alves,http://boxrec.com/boxer/27899,1988-10-07,9,2
Jemal Hinton,http://boxrec.com/boxer/40185,1988-10-17,1,0
Jemal Hinton,http://boxrec.com/boxer/40185,1988-11-04,2,0
Ricardo Lopez,http://boxrec.com/boxer/521,1988-11-12,17,2
Jemal Hinton,http://boxrec.com/boxer/40185,1988-11-18,3,0
Scott Daley,http://boxrec.com/boxer/55434,1988-12-06,18,1
Kirk Daley,http://boxrec.com/boxer/68043,1988-12-06,4,0
Jemal Hinton,http://boxrec.com/boxer/40185,1988-12-08,4,0
Nelson Alves,http://boxrec.com/boxer/27899,1989-01-27,10,2
Ricardo Lopez,http://boxrec.com/boxer/521,1989-01-27,18,1
Jemal Hinton,http://boxrec.com/boxer/40185,1989-02-04,5,0
Jemal Hinton,http://boxrec.com/boxer/40185,1989-02-07,6,0
Lester Jacobs,http://boxrec.com/boxer/14615,1989-03-01,1,0
Lester Jacobs,http://boxrec.com/boxer/14615,1989-03-29,2,0
Scott Daley,http://boxrec.com/boxer/55434,1989-04-01,19,1
Kirk Daley,http://boxrec.com/boxer/68043,1989-04-01,5,0
Nelson Alves,http://boxrec.com/boxer/27899,1989-04-08,11,2
Ricardo Lopez,http://boxrec.com/boxer/521,1989-05-06,19,1
Ricardo Lopez,http://boxrec.com/boxer/521,1989-05-30,20,1
Jemal Hinton,http://boxrec.com/boxer/40185,1989-06-01,7,0
Nelson Alves,http://boxrec.com/boxer/27899,1989-06-11,12,2
Jemal Hinton,http://boxrec.com/boxer/40185,1989-06-25,8,0
Ricardo Lopez,http://boxrec.com/boxer/521,1989-07-08,21,1
Kirk Daley,http://boxrec.com/boxer/68043,1989-07-11,6,0
Kirk Daley,http://boxrec.com/boxer/68043,1989-07-29,7,0
Ricardo Lopez,http://boxrec.com/boxer/521,1989-08-04,22,1
Jemal Hinton,http://boxrec.com/boxer/40185,1989-08-11,9,2
Jemal Hinton,http://boxrec.com/boxer/40185,1989-08-26,10,2
Ricardo Lopez,http://boxrec.com/boxer/521,1989-08-26,23,1
Scott Daley,http://boxrec.com/boxer/55434,1989-09-01,20,1
Ricardo Lopez,http://boxrec.com/boxer/521,1989-11-07,24,1
Jemal Hinton,http://boxrec.com/boxer/40185,1989-11-16,11,2
Mark Janssen,http://boxrec.com/boxer/41485,1989-12-15,20,1
Jemal Hinton,http://boxrec.com/boxer/40185,1990-01-25,12,2
Lester Jacobs,http://boxrec.com/boxer/14615,1990-01-30,3,0
Nelson Alves,http://boxrec.com/boxer/27899,1990-02-16,13,2
Jemal Hinton,http://boxrec.com/boxer/40185,1990-03-01,13,2
Scott Daley,http://boxrec.com/boxer/55434,1990-03-05,21,1
Kirk Daley,http://boxrec.com/boxer/68043,1990-03-05,8,0
Ricardo Lopez,http://boxrec.com/boxer/521,1990-03-15,25,1
Kirk Daley,http://boxrec.com/boxer/68043,1990-04-27,9,2
Mark Janssen,http://boxrec.com/boxer/41485,1990-05-04,21,1
Jemal Hinton,http://boxrec.com/boxer/40185,1990-05-13,14,2
Nelson Alves,http://boxrec.com/boxer/27899,1990-06-01,14,2
Mark Janssen,http://boxrec.com/boxer/41485,1990-06-08,22,1
Ricardo Lopez,http://boxrec.com/boxer/521,1990-06-29,26,1
Kirk Daley,http://boxrec.com/boxer/68043,1990-08-28,10,2
Lester Jacobs,http://boxrec.com/boxer/14615,1990-09-12,4,0
Kirk Daley,http://boxrec.com/boxer/68043,1990-09-25,11,2
Nelson Alves,http://boxrec.com/boxer/27899,1990-10-05,15,2
Kirk Daley,http://boxrec.com/boxer/68043,1990-10-10,12,2
Lester Jacobs,http://boxrec.com/boxer/14615,1990-10-18,5,0
Jemal Hinton,http://boxrec.com/boxer/40185,1990-10-18,15,2
Ricardo Lopez,http://boxrec.com/boxer/521,1990-10-25,27,1
Vinny Letizia,http://boxrec.com/boxer/16800,1990-10-30,1,0
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1990-11-10,2,0
Nelson Alves,http://boxrec.com/boxer/27899,1990-11-16,16,2
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-01-04,3,0
Jemal Hinton,http://boxrec.com/boxer/40185,1991-01-22,16,2
Vinny Letizia,http://boxrec.com/boxer/16800,1991-01-31,2,0
Kirk Daley,http://boxrec.com/boxer/68043,1991-01-31,13,2
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-02-15,4,0
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-02-17,1,0
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-03-05,2,0
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-03-15,3,0
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-03-18,4,0
Lester Jacobs,http://boxrec.com/boxer/14615,1991-03-20,6,0
Jemal Hinton,http://boxrec.com/boxer/40185,1991-03-30,17,2
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-04-12,5,0
Vinny Letizia,http://boxrec.com/boxer/16800,1991-04-26,3,0
Lester Jacobs,http://boxrec.com/boxer/14615,1991-05-16,7,0
Jemal Hinton,http://boxrec.com/boxer/40185,1991-05-18,18,1
Ricardo Lopez,http://boxrec.com/boxer/521,1991-05-19,28,1
Vinny Letizia,http://boxrec.com/boxer/16800,1991-06-01,4,0
Jemal Hinton,http://boxrec.com/boxer/40185,1991-06-04,19,1
Kirk Daley,http://boxrec.com/boxer/68043,1991-06-07,14,2
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-06-14,5,0
Vinny Letizia,http://boxrec.com/boxer/16800,1991-06-15,5,0
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-06-19,6,0
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-07-02,6,0
Scott Daley,http://boxrec.com/boxer/55434,1991-07-20,22,1
Kirk Daley,http://boxrec.com/boxer/68043,1991-07-20,15,2
Jemal Hinton,http://boxrec.com/boxer/40185,1991-08-13,20,1
Otis Gage,http://boxrec.com/boxer/36113,1991-08-20,1,0
Vinny Letizia,http://boxrec.com/boxer/16800,1991-08-25,6,0
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-08-30,7,0
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-09-01,7,0
Lester Jacobs,http://boxrec.com/boxer/14615,1991-09-11,8,0
Nelson Alves,http://boxrec.com/boxer/27899,1991-09-13,17,2
Mihai Leu,http://boxrec.com/boxer/4130,1991-09-16,1,0
Jemal Hinton,http://boxrec.com/boxer/40185,1991-09-21,21,1
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-10-13,8,0
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-11-05,8,0
Cliff Sarmardin,http://boxrec.com/boxer/16831,1991-11-22,9,2
Nelson Alves,http://boxrec.com/boxer/27899,1991-12-06,18,1
Vinny Letizia,http://boxrec.com/boxer/16800,1991-12-13,7,0
Mihai Leu,http://boxrec.com/boxer/4130,1991-12-13,2,0
Ricardo Lopez,http://boxrec.com/boxer/521,1991-12-21,29,1
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1991-12-27,9,2
Jemal Hinton,http://boxrec.com/boxer/40185,1992-01-21,22,1
Vinny Letizia,http://boxrec.com/boxer/16800,1992-01-24,8,0
Marek Piotrowski,http://boxrec.com/boxer/39645,1992-02-08,1,0
Samson Dutch Boy Gym,http://boxrec.com/boxer/8222,1992-02-16,1,0
Otis Gage,http://boxrec.com/boxer/36113,1992-02-19,2,0
Cliff Sarmardin,http://boxrec.com/boxer/16831,1992-02-28,10,2
Lester Jacobs,http://boxrec.com/boxer/14615,1992-03-05,9,2
Ricardo Lopez,http://boxrec.com/boxer/521,1992-03-16,30,1
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1992-03-20,10,2
Vinny Letizia,http://boxrec.com/boxer/16800,1992-04-24,9,2
Otis Gage,http://boxrec.com/boxer/36113,1992-04-24,3,0
Lester Jacobs,http://boxrec.com/boxer/14615,1992-05-17,10,2
Vinny Letizia,http://boxrec.com/boxer/16800,1992-05-22,10,2
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1992-05-29,11,2
Otis Gage,http://boxrec.com/boxer/36113,1992-06-05,4,0
Vinny Letizia,http://boxrec.com/boxer/16800,1992-06-26,11,2
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1992-07-05,12,2
Otis Gage,http://boxrec.com/boxer/36113,1992-08-12,5,0
Kirk Daley,http://boxrec.com/boxer/68043,1992-08-12,16,2
Ricardo Lopez,http://boxrec.com/boxer/521,1992-08-22,31,1
Kirk Daley,http://boxrec.com/boxer/68043,1992-08-26,17,2
Vinny Letizia,http://boxrec.com/boxer/16800,1992-08-28,12,2
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1992-10-03,13,2
Mike Garcia,http://boxrec.com/boxer/39582,1992-10-03,1,0
Ricardo Lopez,http://boxrec.com/boxer/521,1992-10-11,32,3
Vinny Letizia,http://boxrec.com/boxer/16800,1992-10-14,13,2
Scott Daley,http://boxrec.com/boxer/55434,1992-10-17,23,1
Kirk Daley,http://boxrec.com/boxer/68043,1992-10-17,18,1
Otis Gage,http://boxrec.com/boxer/36113,1992-10-29,6,0
Vinny Letizia,http://boxrec.com/boxer/16800,1992-11-25,14,2
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1992-11-29,14,2
Otis Gage,http://boxrec.com/boxer/36113,1992-12-09,7,0
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1993-01-24,15,2
Ricardo Lopez,http://boxrec.com/boxer/521,1993-01-31,33,3
Mihai Leu,http://boxrec.com/boxer/4130,1993-02-13,3,0
Vinny Letizia,http://boxrec.com/boxer/16800,1993-02-26,15,2
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1993-03-06,16,2
Mike Garcia,http://boxrec.com/boxer/39582,1993-03-26,2,0
Mihai Leu,http://boxrec.com/boxer/4130,1993-04-03,4,0
Mike Garcia,http://boxrec.com/boxer/39582,1993-04-23,3,0
Vinny Letizia,http://boxrec.com/boxer/16800,1993-04-26,16,2
Mike Garcia,http://boxrec.com/boxer/39582,1993-05-08,4,0
Mike Jankovich,http://boxrec.com/boxer/19537,1993-05-21,1,0
Mike Garcia,http://boxrec.com/boxer/39582,1993-05-21,5,0
Mihai Leu,http://boxrec.com/boxer/4130,1993-05-22,5,0
Otis Gage,http://boxrec.com/boxer/36113,1993-06-09,8,0
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-06-25,11,2
Mike Jankovich,http://boxrec.com/boxer/19537,1993-06-25,2,0
Mike Garcia,http://boxrec.com/boxer/39582,1993-06-25,6,0
Mihai Leu,http://boxrec.com/boxer/4130,1993-06-26,6,0
Ricardo Lopez,http://boxrec.com/boxer/521,1993-07-03,34,3
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1993-07-11,17,2
Mike Garcia,http://boxrec.com/boxer/39582,1993-07-23,7,0
Edson Pedro Nascimento,http://boxrec.com/boxer/15692,1993-08-06,1,0
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-08-06,12,2
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1993-08-08,18,1
Marek Piotrowski,http://boxrec.com/boxer/39645,1993-08-24,2,0
Mike Garcia,http://boxrec.com/boxer/39582,1993-08-27,8,0
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-09-06,13,2
Mihai Leu,http://boxrec.com/boxer/4130,1993-09-11,7,0
Ricardo Lopez,http://boxrec.com/boxer/521,1993-09-19,35,3
Marek Piotrowski,http://boxrec.com/boxer/39645,1993-09-21,3,0
Joe Calzaghe,http://boxrec.com/boxer/5364,1993-10-01,1,0
Mihai Leu,http://boxrec.com/boxer/4130,1993-10-02,8,0
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1993-10-03,19,1
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-10-06,14,2
Marek Piotrowski,http://boxrec.com/boxer/39645,1993-10-15,4,0
Mihai Leu,http://boxrec.com/boxer/4130,1993-10-15,9,2
Mike Garcia,http://boxrec.com/boxer/39582,1993-10-22,9,2
Lakhin Vasansit,http://boxrec.com/boxer/6318,1993-11-08,1,0
Joe Calzaghe,http://boxrec.com/boxer/5364,1993-11-10,2,0
Shazzon Bradley,http://boxrec.com/boxer/16130,1993-11-13,1,0
Marcos Oscar Garro,http://boxrec.com/boxer/55225,1993-11-19,1,0
Mike Garcia,http://boxrec.com/boxer/39582,1993-11-23,10,2
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-11-26,15,2
Lakhin Vasansit,http://boxrec.com/boxer/6318,1993-11-27,2,0
Edson Pedro Nascimento,http://boxrec.com/boxer/15692,1993-11-30,2,0
Marcos Oscar Garro,http://boxrec.com/boxer/55225,1993-12-03,2,0
Mike Garcia,http://boxrec.com/boxer/39582,1993-12-06,11,2
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-12-10,16,2
Joe Calzaghe,http://boxrec.com/boxer/5364,1993-12-16,3,0
Shazzon Bradley,http://boxrec.com/boxer/16130,1993-12-18,2,0
Ricardo Lopez,http://boxrec.com/boxer/521,1993-12-18,36,3
Cliff Sarmardin,http://boxrec.com/boxer/16831,1993-12-19,17,2
Lakhin Vasansit,http://boxrec.com/boxer/6318,1993-12-22,3,0
Mike Garcia,http://boxrec.com/boxer/39582,1994-01-14,12,2
Joe Calzaghe,http://boxrec.com/boxer/5364,1994-01-22,4,0
Pichit Sithbanprachan,http://boxrec.com/boxer/19860,1994-01-23,20,1
Lakhin Vasansit,http://boxrec.com/boxer/6318,1994-01-23,4,0
Harry Simon,http://boxrec.com/boxer/5625,1994-01-26,1,0
Shazzon Bradley,http://boxrec.com/boxer/16130,1994-02-05,3,0
Mihai Leu,http://boxrec.com/boxer/4130,1994-02-05,10,2
Marcos Oscar Garro,http://boxrec.com/boxer/55225,1994-02-18,3,0
Mihai Leu,http://boxrec.com/boxer/4130,1994-02-19,11,2
Marek Piotrowski,http://boxrec.com/boxer/39645,1994-02-22,5,0
Joe Calzaghe,http://boxrec.com/boxer/5364,1994-03-01,5,0
Harry Simon,http://boxrec.com/boxer/5625,1994-03-05,2,0
Mihai Leu,http://boxrec.com/boxer/4130,1994-03-19,12,2
Marcos Oscar Garro,http://boxrec.com/boxer/55225,1994-03-25,4,0
Harry Simon,http://boxrec.com/boxer/5625,1994-03-26,3,0
Lakhin Vasansit,http://boxrec.com/boxer/6318,1994-03-26,5,0
Mihai Leu,http://boxrec.com/boxer/4130,1994-04-10,13,2
Edson Pedro Nascimento,http://boxrec.com/boxer/15692,1994-04-16,3,0
Marcos Oscar Garro,http://boxrec.com/boxer/55225,1994-04-22,5,0
Edson Pedro Nascimento,http://boxrec.com/boxer/15692,1994-04-30,4,0
Lakhin Vasansit,http://boxrec.com/boxer/6318,1994-05-01,6,0
Samson Dutch Boy Gym,http://boxrec.com/boxer/8222,1994-05-02,2,0
