name,url,date,wins,cluster
Jimmy Connelly,http://boxrec.com/boxer/63403,1982-03-19,14,2
Ji-Won Kim,http://boxrec.com/boxer/44627,1982-04-17,3,0
Romain Mianzula,http://boxrec.com/boxer/92826,1982-05-08,4,0
Chul Kwon,http://boxrec.com/boxer/170370,1982-05-09,13,2
Jimmy Connelly,http://boxrec.com/boxer/63403,1982-05-13,15,2
Mark Janssen,http://boxrec.com/boxer/41485,1982-05-31,1,0
Jimmy Connelly,http://boxrec.com/boxer/63403,1982-06-16,16,2
Romain Mianzula,http://boxrec.com/boxer/92826,1982-06-18,5,0
Lee Canalito,http://boxrec.com/boxer/27620,1982-07-06,9,2
Lee Canalito,http://boxrec.com/boxer/27620,1982-07-24,10,2
Lee Canalito,http://boxrec.com/boxer/27620,1982-07-31,11,2
Kenny Klingman,http://boxrec.com/boxer/97575,1982-07-31,21,1
Terry Marsh,http://boxrec.com/boxer/31401,1982-08-13,7,0
Chul Kwon,http://boxrec.com/boxer/170370,1982-08-29,14,2
Terry Marsh,http://boxrec.com/boxer/31401,1982-09-07,8,0
Gaetano Ardito,http://boxrec.com/boxer/89096,1982-10-08,15,2
Terry Marsh,http://boxrec.com/boxer/31401,1982-10-11,9,2
Chul Kwon,http://boxrec.com/boxer/170370,1982-10-16,15,2
Jimmy Connelly,http://boxrec.com/boxer/63403,1982-10-28,17,2
Romain Mianzula,http://boxrec.com/boxer/92826,1982-11-01,6,0
Romain Mianzula,http://boxrec.com/boxer/92826,1982-11-18,7,0
Ji-Won Kim,http://boxrec.com/boxer/44627,1982-12-12,4,0
Romain Mianzula,http://boxrec.com/boxer/92826,1982-12-25,8,0
Romain Mianzula,http://boxrec.com/boxer/92826,1983-01-28,9,2
Chul Kwon,http://boxrec.com/boxer/170370,1983-01-30,16,2
Terry Marsh,http://boxrec.com/boxer/31401,1983-02-19,10,2
Ji-Won Kim,http://boxrec.com/boxer/44627,1983-02-27,5,0
Terry Marsh,http://boxrec.com/boxer/31401,1983-03-16,11,2
Romain Mianzula,http://boxrec.com/boxer/92826,1983-03-18,10,2
Chul Kwon,http://boxrec.com/boxer/170370,1983-03-19,17,2
Romain Mianzula,http://boxrec.com/boxer/92826,1983-04-09,11,2
Terry Marsh,http://boxrec.com/boxer/31401,1983-04-26,12,2
Kevin Babineaux,http://boxrec.com/boxer/27396,1983-05-03,1,0
Romain Mianzula,http://boxrec.com/boxer/92826,1983-05-20,12,2
